,patent_id,assignee_sequence,organization,name_first,name_last,assignee_type,title,patent_date,assignee_country,assignee_city,assignee_state
467,3971828,0,Santen Pharmaceutical Co. Ltd.,,,3,N-(mercaptoacyl)aminoacids,1976-07-27,JA,Osaka,
468,5820158,0,TRW Automotive Safety Systems GmbH,,,3,Passenger-airbag installation module,1998-10-13,DE,Aschaffenburg,
469,9802174,1,SHANGHAI UNIVERSITY,,,3,Method for producing zirconia colloids,2017-10-31,CN,Shanghai,
470,D822536,0,"Transcend Information, Inc.",,,3,Magnetic buckle,2018-07-10,TW,Taipei,
471,7849768,0,MTU Aero Engines GmbH,,,3,Apparatus and method for rotary machining of rotors,2010-12-14,DE,Munich,
472,9962968,0,Canon Kabushiki Kaisha,,,3,Sheet feeding apparatus,2018-05-08,JP,Tokyo,
473,7189503,1,Regents of the University of California,,,2,Characterization of individual polymer molecules based on monomer-interface interactions,2007-03-13,US,Oakland,CA
474,D935989,0,"Bridgestone Bandag, LLC",,,2,Tire,2021-11-16,US,Muscatine,IA
475,5124461,0,Amoco Corporation,,,2,Process for the production of trimellitic anhydride with improved color,1992-06-23,US,Chicago,IL
476,10408748,0,ClariFruit,,,3,System and method for evaluating fruits and vegetables,2019-09-10,IL,Rishon LeZion,
477,4244894,0,Societe la Cellophane,,,3,Process and apparatus for the manufacture of films by electrostatic application,1981-01-13,FR,Paris,
478,5400482,0,Yoshida Kogyo K.K.,,,3,Slide fastener and method of manufacturing the same,1995-03-28,JP,Tokyo,
479,4469295,0,Rockwell International Corporation,,,2,Hydrodynamic ram attenuating fuel tank,1984-09-04,US,El Segundo,CA
480,6834601,0,Card-Monroe Corp.,,,2,Yarn feed system for tufting machines,2004-12-28,US,Chattanooga,TN
481,4387048,0,International Flavors & Fragrances Inc.,,,2,"Methyl substituted oxobicyclo-4,4,0-decane derivatives and organoleptic uses thereof",1983-06-07,US,New York,NY
482,D255485,0,"A. H. Robins Company, Inc.",,,2,Insecticide-containing insect combatting device,1980-06-17,US,Richmond,VA
483,6702593,0,"Sumitomo Wiring Systems, Ltd.",,,3,Connector apparatus for hardware,2004-03-09,JP,,
484,4722377,0,The Goodyear Tire & Rubber Company,,,2,Tire safety support system,1988-02-02,US,Akron,OH
485,9050676,0,"LINCOLN GLOBAL, INC.",,,2,Apparatus and method for starting arc welding process,2015-06-09,US,City of Industry,CA
486,6040396,0,The Dow Chemical Company,,,2,Curing catalysts for curing epoxy resins,2000-03-21,US,Midland,MI
487,10447083,0,THE ALFRED E. MANN FOUNDATION FOR SCIENTIFIC RESEARCH,,,2,Microprocessor controlled class E driver,2019-10-15,US,Valencia,CA
488,9446296,0,,Richard M.,Jeffrey,4,Conditioning apparatus and related methods,2016-09-20,US,Santa Barbara,CA
489,7891859,0,"Hon Hai Precision Industry Co., Ltd.",,,3,Frame and backlight module using the same,2011-02-22,TW,"Tu-Cheng, Taipei Hsien",
490,9851485,0,Airbus Defence and Space GmbH,,,3,"Hollow optical waveguide with openings, particularly for supplying a photobioreactor with light and nutrients",2017-12-26,DE,Ottobrunn,
491,10365301,0,Rohde & Schwarz GmbH & Co. KG,,,3,Oscilloscope acquisition system,2019-07-30,DE,Munich,
492,7683683,0,Marvell International Ltd.,,,3,Frequency doubler with duty-cycle correction and associated methods,2010-03-23,BM,Hamilton,
493,8542969,0,Corning Incorporated,,,2,Low bend loss optical fiber,2013-09-24,US,Corning,NY
494,10767790,0,ITREC B. V.,,,3,"Offshore vessel, marine pipeline installation system and method",2020-09-08,NL,Schiedam,
