,patent_id,assignee_sequence,organization,name_first,name_last,assignee_type,title,patent_date,assignee_country,assignee_city,assignee_state
216,7248057,0,General Electric Company,,,2,"Method, apparatus and computer-readable code for detecting on the fly an incipient ground fault in an electrical propulsion system of a locomotive",2007-07-24,US,Schenectady,NY
217,5173380,0,Mitsubishi Denki Kabushiki Kaisha,,,3,Photomask,1992-12-22,JP,Tokyo,
218,6211150,0,Amgen Inc.,,,2,Analogs of cationic proteins,2001-04-03,US,Thousand Oaks,CA
219,8763407,0,BASF SE,,,3,Magneto-caloric heat pump with the use of a cascade of magneto-caloric materials,2014-07-01,DE,Ludwigshafen,
220,6322616,0,"SDH, Inc.",,,2,Gas separator for an oil well production line,2001-11-27,US,Skiatook,OK
221,6233380,0,France Telecom,,,3,"Electrooptic method of signal processing, device for implementing the latter, and use",2001-05-15,FR,Paris,
222,PP22472,0,Lassen Canyson Nursery,,,2,Strawberry plant named ‘Sweet Ann’,2012-01-31,US,Redding,CA
223,4446976,0,FMC Corporation,,,2,Reversible outrigger crane support,1984-05-08,US,Chicago,IL
224,7788651,0,Microsoft Corporation,,,2,Anonymous types,2010-08-31,US,Redmond,WA
225,6414128,0,Amrad Operations Pty. Ltd.,,,3,Haemopoietin receptor and genetic sequences encoding same,2002-07-02,AU,Victoria,
226,4929509,0,Eastman Kodak Company,,,2,Adhesives based on amorphous propylene/hexene copolymers,1990-05-29,US,Rochester,NY
227,10469166,0,"Maxlinear, Inc.",,,2,Feedback-based configuration of a hybrid fiber-coaxial network,2019-11-05,US,Carlsbad,CA
228,8954252,0,Google Inc.,,,2,Pedestrian notifications,2015-02-10,US,Mountain View,CA
229,5596667,0,Fujitsu Limited,,,3,Application of phase conjugate optics to optical systems,1997-01-21,JP,Kawasaki,
230,7412171,0,AT&T Corp.,,,2,Optical ring network architecture,2008-08-12,US,New York,NY
231,11049786,0,RENESAS ELECTRONICS CORPORATION,,,3,Semiconductor device,2021-06-29,JP,Tokyo,
232,5860815,0,Minnesota Mining and Manufacturing Company,,,2,Edge mount connector having location recesses for solder tail registration,1999-01-19,US,St. Paul,MN
233,6526508,0,"Scientific-Atlanta, Inc.",,,2,Source authentication of download information in a conditional access system,2003-02-25,US,Lawrenceville,GA
234,4033175,0,"Mitutoyo Manufacturing Co., Ltd.",,,3,Gas leakage measuring device,1977-07-05,JA,Tokyo,
235,10839948,0,Intel Corporation,,,2,Microfluidic information-encoding polymer data storage,2020-11-17,US,Santa Clara,CA
236,6231587,0,"TransVascular, Inc.",,,2,Devices for connecting anatomical conduits such as vascular structures,2001-05-15,US,Menlo Park,CA
237,6484232,0,"Compaq Information Technologies Group, L.P.",,,2,Adaptive calibration technique for high speed memory devices,2002-11-19,US,Houston,TX
238,5932774,0,Abbott Laboratories,,,2,Processes for the preparation of D-chiro-inositol,1999-08-03,US,Abbott Park,IL
239,10590547,0,"Advanced Combustion Technologies, Inc.",,,2,Combustible fuel and apparatus and process for creating the same,2020-03-17,US,Las Vegas,NV
240,9849840,0,CALSONIC KANSEI CORPORATION,,,3,Attaching structure for vehicle-mounted equipment,2017-12-26,JP,Saitama,
241,10345872,0,INVENTEC (PUDONG) TECHNOLOGY CORPORATION,,,3,Computer case,2019-07-09,CN,Shanghai,
242,9227026,0,Board of Trustees of the University of Arkansas,,,2,Medical hand and arm protection apparatus and method of protection,2016-01-05,US,Little Rock,AR
243,D746763,0,The Goodyear Tire & Rubber Company,,,2,Tire for automobile,2016-01-05,US,Akron,OH
244,11031922,0,Alpha and Omega Semiconductor (Cayman) Limited,,,3,Switch circuit with reduced switch node ringing,2021-06-08,KY,Grand Cayman,
245,9145487,0,ISP INVESTMENTS INC.,,,2,Plasticized PVC compositions with long term high temperature stability,2015-09-29,US,Wilmington,DE
246,4609568,0,Fairchild Camera & Instrument Corporation,,,2,Self-aligned metal silicide process for integrated circuits having self-aligned polycrystalline silicon electrodes,1986-09-02,US,Mountain View,CA
247,5617138,0,Canon Kabushiki Kaisha,,,3,Photography booth with multiple video input and confirming image display,1997-04-01,JP,Tokyo,
