,patent_id,assignee_sequence,organization,name_first,name_last,assignee_type,title,patent_date,assignee_country,assignee_city,assignee_state
718,D648256,0,The Boeing Company,,,2,Passenger lounge,2011-11-08,US,Chicago,IL
719,11038738,0,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,,,3,"Encoding method and encoder for (n,n(n-1),n-1) permutation group code in communication modulation system",2021-06-15,CN,Hubei,
720,9468379,0,Koninklijke Philips N.V.,,,3,Determination of a lipid water ratio,2016-10-18,NL,Eindhoven,
721,9880847,0,International Business Machines Corporation,,,2,Register file mapping,2018-01-30,US,Armonk,NY
722,9870829,0,Korea University Research and Business Foundation,,,3,Flash memory apparatus for physical unclonable function and embodying method of the same,2018-01-16,KR,Seoul,
723,9794743,0,NEC Corporation,,,3,Method for performing distributed geographic event processing and geographic event processing system,2017-10-17,JP,Tokyo,
724,7079246,0,Lucent Technologies Inc.,,,2,Method and apparatus for measuring polarization,2006-07-18,US,Murray Hill,NJ
725,7998645,0,"Asahi Glass Company, Limited",,,3,Method for finishing surface of preliminary polished glass substrate,2011-08-16,JP,Tokyo,
726,5573611,0,"Bridgestone/Firestone, Inc.",,,2,Method of monitoring conditions of vehicle tires and tires containing a monitoring device therein,1996-11-12,US,Akron,OH
727,6487816,0,"Wren Garden Products, Inc.",,,2,Stackable support for bracing plants and other supple items,2002-12-03,US,Norwalk,CT
728,6597171,0,Schlumberger Technology Corporation,,,2,Nuclear magnetic resonance methods for extracting information about a fluid in a rock,2003-07-22,US,Ridgefield,CT
729,6815356,0,Nanya Technology Corporation,,,3,Method for forming bottle trench,2004-11-09,TW,Taoyuan,
730,7019875,0,The John Hopkins University,,,2,Method and apparatus for single-photon source and quantum memory,2006-03-28,US,Baltimore,MD
731,PP5574,0,Hilverda B.V.,,,3,Carnation named Hilbar,1985-10-15,NL,Aalsmeer,
732,8784266,0,"Ford Global Technologies, LLC",,,2,Method for operating an automatic start/stop system in a vehicle,2014-07-22,US,Dearborn,MI
733,D503846,0,,Kevin,Nohr,5,Chinstrap hat,2005-04-12,CA,Williams Lake,
734,11350315,0,"Huawei Technologies Co., Ltd.",,,3,Communication method and network device,2022-05-31,CN,Shenzhen,
735,RE33853,0,"Dainippon Ink and Chemicals, Inc.",,,3,Pigment paste,1992-03-24,JP,Tokyo,
736,10124904,0,The Boeing Company,,,2,Aircraft refueling boom soft limits control,2018-11-13,US,Chicago,IL
737,5166059,0,The United States of America as represented by the Department of Health and Human Services,,,6,Gene therapy using gene fusions for genetic or acquired disorders,1992-11-24,US,Washington,DC
738,7024152,0,Xerox Corporation,,,2,Printing system with horizontal highway and single pass duplex,2006-04-04,US,Stamford,CT
739,6939270,0,"Leisure Kingdom Holding, Inc.",,,2,Foldable trampoline,2005-09-06,US,San Jose,CA
740,11269155,0,KYOCERA Corporation,,,3,"Imaging apparatus, imaging apparatus manufacturing method and moving body",2022-03-08,JP,Kyoto,
741,7532514,0,Sandisk Corporation,,,2,Non-volatile memory and method with bit line to bit line coupled compensation,2009-05-12,US,Milpitas,CA
